OBJECTID,BlockLot,PermitNum,NEIGHBOR,DateIssue,Converted,Year,Longitude,Latitude
1421071,0002 016,USE2020-51648,EASTERWOOD,6/16/20,6/16/20 0:00,2020,-76.64833768,39.30953366
1421318,0005 055,USE2019-53739,SANDTOWN-WINCHESTER,3/5/20,3/5/20 0:00,2020,-76.64443705,39.30944832
1421426,0007 040,USE2020-51972,EASTERWOOD,8/26/20,8/26/20 0:00,2020,-76.64917881,39.30792982
1421683,0012 014,USE2020-51580,EASTERWOOD,4/3/20,4/3/20 0:00,2020,-76.64950301,39.3076214
1421918,0016 009,USE2020-50259,SANDTOWN-WINCHESTER,1/24/20,1/24/20 0:00,2020,-76.64369644,39.30719956
1422133,0020 009,USE2020-50032,SANDTOWN-WINCHESTER,1/16/20,1/16/20 0:00,2020,-76.64649588,39.30580363
1422599,0027 025,USE2019-52563,SANDTOWN-WINCHESTER,6/26/20,6/26/20 0:00,2020,-76.64499516,39.30522403
1422792,0032 034,USE2020-51084,SANDTOWN-WINCHESTER,3/24/20,3/24/20 0:00,2020,-76.64577212,39.30391878
1423549,0047 052,USE2020-53201,BRIDGEVIEW/GREENLAWN,8/24/20,8/24/20 0:00,2020,-76.65332718,39.3011948
1423699,0050 085,USE2020-50481,SANDTOWN-WINCHESTER,3/10/20,3/10/20 0:00,2020,-76.64718484,39.30111528
1423754,0053 051,USE2020-51333,SANDTOWN-WINCHESTER,5/13/20,5/13/20 0:00,2020,-76.64193379,39.30148685
1423770,0053 070,USE2019-50720,SANDTOWN-WINCHESTER,4/14/20,4/14/20 0:00,2020,-76.64254112,39.30164819
1423786,0054 002,USE2020-50608,SANDTOWN-WINCHESTER,3/9/20,3/9/20 0:00,2020,-76.64141364,39.30126163
1423942,0096 070,USE2019-56420,HARLEM PARK,1/24/20,1/24/20 0:00,2020,-76.64650734,39.29661499
1423972,0055C015,USE2020-54597,SANDTOWN-WINCHESTER,10/23/20,10/23/20 0:00,2020,-76.63860674,39.30183206
1424402,0061 010,USE2020-50300,SANDTOWN-WINCHESTER,1/23/20,1/23/20 0:00,2020,-76.6432922,39.30073684
1424405,0061 013,USE2020-50301,SANDTOWN-WINCHESTER,1/28/20,1/28/20 0:00,2020,-76.64329814,39.30084019
1424548,0063 067,USE2020-52329,SANDTOWN-WINCHESTER,9/4/20,9/4/20 0:00,2020,-76.6406869,39.30060975
1424820,0071 035,USE2020-51032,MIDTOWN-EDMONDSON,3/18/20,3/18/20 0:00,2020,-76.64901435,39.2993397
1425573,0083 010,USE2019-55209,MIDTOWN-EDMONDSON,6/17/20,6/17/20 0:00,2020,-76.64804337,39.29773529
1425735,0084 076,USE2020-54167,HARLEM PARK,10/14/20,10/14/20 0:00,2020,-76.64651981,39.29833507
1426058,0092 034,USE2020-50551,HARLEM PARK,2/7/20,2/7/20 0:00,2020,-76.63462422,39.29823178
1426223,0095 064,USE2019-52712,MIDTOWN-EDMONDSON,12/10/20,12/10/20 0:00,2020,-76.64807882,39.29656106
1426255,0095 096,USE2020-53496,MIDTOWN-EDMONDSON,8/31/20,8/31/20 0:00,2020,-76.6485316,39.29691091
1426886,0107 066,USE2020-53420,MIDTOWN-EDMONDSON,8/28/20,8/28/20 0:00,2020,-76.64795234,39.29533105
1426906,0107 086,USE2020-51433,MIDTOWN-EDMONDSON,6/18/20,6/18/20 0:00,2020,-76.64796515,39.29590926
1427064,0110 046,USE2020-51114,HARLEM PARK,3/3/20,3/3/20 0:00,2020,-76.64384055,39.29547886
1427302,0115 050,USE2020-54037,HARLEM PARK,12/29/20,12/29/20 0:00,2020,-76.63459832,39.29603098
1427374,0116 047,USE2020-54678,HARLEM PARK,10/23/20,10/23/20 0:00,2020,-76.63398188,39.29608697
1427725,0120 075,USE2017-51803,HARLEM PARK,10/13/20,10/13/20 0:00,2020,-76.64605474,39.29407886
1428097,0127 002,USE2020-55869,HARLEM PARK,12/29/20,12/29/20 0:00,2020,-76.63578899,39.29445088
1428322,0129 076,USE2020-52192,HARLEM PARK,6/25/20,6/25/20 0:00,2020,-76.63297622,39.29482032
1428330,0129 084,USE2020-53289,HARLEM PARK,8/5/20,8/5/20 0:00,2020,-76.63337105,39.29479991
1428331,0129 085,USE2020-50138,HARLEM PARK,9/23/20,9/23/20 0:00,2020,-76.63342034,39.29479764
1429579,0162 103,USE2019-51305,PENROSE/FAYETTE STREET OUTREACH,2/27/20,2/27/20 0:00,2020,-76.64738344,39.29164854
1429597,0162 121,USE2020-54356,PENROSE/FAYETTE STREET OUTREACH,12/4/20,12/4/20 0:00,2020,-76.64733309,39.29074047
1429778,0164 074,USE2019-56356,FRANKLIN SQUARE,5/1/20,5/1/20 0:00,2020,-76.64448415,39.29166937
1430169,0174 037,USE2020-50402,PENROSE/FAYETTE STREET OUTREACH,2/21/20,2/21/20 0:00,2020,-76.65266253,39.28947485
1430497,0178 047,USE2020-55647,FRANKLIN SQUARE,12/24/20,12/24/20 0:00,2020,-76.64607657,39.2897393
1430732,0185 017,USE2020-53854,POPPLETON,9/11/20,9/11/20 0:00,2020,-76.63482892,39.29010156
1430733,0185 018,USE2020-53828,POPPLETON,9/4/20,9/4/20 0:00,2020,-76.63487829,39.29010008
1430734,0185 019,USE2020-53855,POPPLETON,9/11/20,9/11/20 0:00,2020,-76.63492953,39.29009845
1430997,0188 070,USE2020-53527,POPPLETON,8/28/20,8/28/20 0:00,2020,-76.63093952,39.29022923
1431110,0190 049,USE2019-55749,PENROSE/FAYETTE STREET OUTREACH,7/29/20,7/29/20 0:00,2020,-76.65063017,39.28915704
1431139,0190 078,USE2020-55006,PENROSE/FAYETTE STREET OUTREACH,11/23/20,11/23/20 0:00,2020,-76.65096366,39.28850249
1431231,0192 075,USE2019-53602,PENROSE/FAYETTE STREET OUTREACH,3/17/20,3/17/20 0:00,2020,-76.64810267,39.28898749
1431249,0192 093,USE2019-55815,PENROSE/FAYETTE STREET OUTREACH,10/1/20,10/1/20 0:00,2020,-76.64757496,39.28871133
1431269,0193 017,USE2019-53162,FRANKLIN SQUARE,2/21/20,2/21/20 0:00,2020,-76.646209,39.28929996
1431317,0193 068,USE2020-53961,FRANKLIN SQUARE,9/8/20,9/8/20 0:00,2020,-76.64540856,39.28846634
1431355,0194 015,USE2020-54207,FRANKLIN SQUARE,9/29/20,9/29/20 0:00,2020,-76.64495378,39.28898472
1432264,0212 010,USE2020-51821,UNION SQUARE,5/6/20,5/6/20 0:00,2020,-76.64317952,39.28759475
1432449,0216 045,USE2019-55825,HOLLINS MARKET,5/20/20,5/20/20 0:00,2020,-76.63784942,39.2879444
1432575,0218 065,USE2020-51767,HOLLINS MARKET,5/13/20,5/13/20 0:00,2020,-76.63473853,39.28831222
1433046,0228 010,USE2020-50414,UNION SQUARE,2/7/20,2/7/20 0:00,2020,-76.64445264,39.28707899
1433266,0234 018,USE2020-53968,HOLLINS MARKET,9/16/20,9/16/20 0:00,2020,-76.63627299,39.28720704
1433897,0244 052,USE2020-52768,UNION SQUARE,9/11/20,9/11/20 0:00,2020,-76.64393238,39.28609666
1433925,0245 003,USE2019-54209,UNION SQUARE,3/12/20,3/12/20 0:00,2020,-76.64286682,39.28611274
1433972,0246 009,USE2019-52811,UNION SQUARE,1/9/20,1/9/20 0:00,2020,-76.6414995,39.28608962
1434101,0248 025,USE2020-50083,UNION SQUARE,8/20/20,8/20/20 0:00,2020,-76.63912342,39.28579251
1434148,0249 002,USE2019-52410,HOLLINS MARKET,1/8/20,1/8/20 0:00,2020,-76.63675959,39.28580247
1434173,0249 030,USE2020-52892,HOLLINS MARKET,7/17/20,7/17/20 0:00,2020,-76.63774197,39.28621665
1434174,0249 031,USE2020-52013,HOLLINS MARKET,7/17/20,7/17/20 0:00,2020,-76.63774278,39.28625065
1434230,0250 009,USE2020-53413,HOLLINS MARKET,8/12/20,8/12/20 0:00,2020,-76.63561121,39.28589979
1434231,0250 010,USE2020-53414,HOLLINS MARKET,8/18/20,8/18/20 0:00,2020,-76.63565239,39.28589752
1434494,0253 031,USE2020-50241,HOLLINS MARKET,1/23/20,1/23/20 0:00,2020,-76.63173573,39.28645967
1434668,0258 024,USE2020-54361,CARROLLTON RIDGE,12/4/20,12/4/20 0:00,2020,-76.64963015,39.28455535
1434802,0260 058,USE2019-55647,CARROLLTON RIDGE,9/11/20,9/11/20 0:00,2020,-76.64564704,39.28445989
1434869,0261 015,USE2020-52647,NEW SOUTHWEST/MOUNT CLARE,7/21/20,7/21/20 0:00,2020,-76.64481273,39.28507749
1435166,0265 007,USE2020-53326,NEW SOUTHWEST/MOUNT CLARE,10/6/20,10/6/20 0:00,2020,-76.63841406,39.28533836
1435212,0265 053,USE2020-50710,NEW SOUTHWEST/MOUNT CLARE,7/10/20,7/10/20 0:00,2020,-76.63843515,39.28471199
1435271,0266A012,USE2019-50228,WASHINGTON VILLAGE/PIGTOWN,12/10/20,12/10/20 0:00,2020,-76.63602917,39.28189652
1435337,0266B007,USE2020-55026,WASHINGTON VILLAGE/PIGTOWN,11/18/20,11/18/20 0:00,2020,-76.63586615,39.2827195
1435442,0270 029,USE2020-53203,MILLHILL,11/17/20,11/17/20 0:00,2020,-76.65282349,39.28282052
1435468,0270 055,USE2020-53960,MILLHILL,9/10/20,9/10/20 0:00,2020,-76.65276127,39.2817625
1435600,0272 018,USE2019-50320,CARROLLTON RIDGE,7/20/20,7/20/20 0:00,2020,-76.65069952,39.2839069
1435630,0272 048,USE2020-51878,CARROLLTON RIDGE,6/26/20,6/26/20 0:00,2020,-76.65054957,39.28314925
1436021,0276 006,USE2019-54931,NEW SOUTHWEST/MOUNT CLARE,7/16/20,7/16/20 0:00,2020,-76.64440421,39.28414768
1436031,0276 016,USE2019-54030,NEW SOUTHWEST/MOUNT CLARE,3/31/20,3/31/20 0:00,2020,-76.64472897,39.28403121
1436209,0279 016,USE2020-51281,NEW SOUTHWEST/MOUNT CLARE,3/13/20,3/13/20 0:00,2020,-76.64187693,39.2841088
1436228,0279 035,USE2020-51283,NEW SOUTHWEST/MOUNT CLARE,3/13/20,3/13/20 0:00,2020,-76.64167552,39.28349635
1436353,0280 061,USE2020-51432,NEW SOUTHWEST/MOUNT CLARE,4/1/20,4/1/20 0:00,2020,-76.64045802,39.28416905
1436373,0280 081,USE2020-51223,NEW SOUTHWEST/MOUNT CLARE,6/8/20,6/8/20 0:00,2020,-76.63983709,39.28408226
1436475,0281 073,USE2019-55584,NEW SOUTHWEST/MOUNT CLARE,1/6/20,1/6/20 0:00,2020,-76.63819561,39.28384009
1436964,0288 101,USE2018-55050,CARROLLTON RIDGE,2/28/20,2/28/20 0:00,2020,-76.65209938,39.28270306
1438037,0307 066,USE2020-50577,DRUID HEIGHTS,2/10/20,2/10/20 0:00,2020,-76.63852075,39.30734594
1438089,0308 036,USE2019-55297,DRUID HEIGHTS,5/5/20,5/5/20 0:00,2020,-76.63739315,39.30883252
1438188,0309 042,USE2020-52070,DRUID HEIGHTS,5/20/20,5/20/20 0:00,2020,-76.63621965,39.30850798
1438397,0315 006,USE2020-51481,DRUID HEIGHTS,4/29/20,4/29/20 0:00,2020,-76.6351417,39.30812615
1438655,0321 058,USE2020-53380,DRUID HEIGHTS,8/31/20,8/31/20 0:00,2020,-76.63539657,39.30619058
1438694,0321 097,USE2020-50418,DRUID HEIGHTS,1/31/20,1/31/20 0:00,2020,-76.63521336,39.30673038
1438767,0323 019,USE2020-50293,MADISON PARK,6/9/20,6/9/20 0:00,2020,-76.63417408,39.30805657
1439026,0328 040,USE2020-53382,DRUID HEIGHTS,8/31/20,8/31/20 0:00,2020,-76.63514634,39.30589721
1439055,0328 069,USE2020-53379,DRUID HEIGHTS,8/14/20,8/14/20 0:00,2020,-76.63424245,39.30553245
1439056,0328 070,USE2020-53378,DRUID HEIGHTS,8/14/20,8/14/20 0:00,2020,-76.63421005,39.30555661
1439174,0330 022,USE2019-55975,MADISON PARK,1/21/20,1/21/20 0:00,2020,-76.63330252,39.30725876
1439978,0360 013,USE2020-53940,UPTON,9/22/20,9/22/20 0:00,2020,-76.63438381,39.30215131
1440085,0364 005,USE2019-55429,MADISON PARK,8/12/20,8/12/20 0:00,2020,-76.62953774,39.30480726
1440086,0364 006,USE2019-55428,MADISON PARK,12/30/20,12/30/20 0:00,2020,-76.6295912,39.30485244
1440333,0375 016,USE2020-51330,UPTON,9/8/20,9/8/20 0:00,2020,-76.6315219,39.3025471
1440689,0387 010,USE2019-54474,CHARLES NORTH,3/5/20,3/5/20 0:00,2020,-76.61820238,39.30992931
1440790,0390 018,USE2020-52553,GREENMOUNT WEST,9/21/20,9/21/20 0:00,2020,-76.61410691,39.31083924
1440810,0391 001,USE2020-52050,GREENMOUNT WEST,9/17/20,9/17/20 0:00,2020,-76.61249444,39.31017699
1440817,0391 008,USE2020-53128,GREENMOUNT WEST,7/28/20,7/28/20 0:00,2020,-76.61290969,39.31016076
1441078,0396 029,USE2020-51839,UPTON,4/28/20,4/28/20 0:00,2020,-76.63032735,39.30198417
1441444,0409 027,USE2019-53131,CHARLES NORTH,4/23/20,4/23/20 0:00,2020,-76.61450954,39.30955336
1441510,0411 002,USE2020-51499,UPTON,4/3/20,4/3/20 0:00,2020,-76.63212354,39.29830447
1441553,0411 047,USE2020-50755,UPTON,2/19/20,2/19/20 0:00,2020,-76.6327927,39.29748318
1441565,0411 059,USE2020-50367,UPTON,10/19/20,10/19/20 0:00,2020,-76.63236166,39.29780062
1441566,0411 060,USE2020-50366,UPTON,2/27/20,2/27/20 0:00,2020,-76.63232589,39.29782684
1441573,0411 067,USE2020-55592,UPTON,12/9/20,12/9/20 0:00,2020,-76.63201042,39.29806264
1441728,0415 011,USE2020-51698,UPTON,4/15/20,4/15/20 0:00,2020,-76.62833286,39.30151023
1441821,0418 006,USE2020-51685,MADISON PARK,5/4/20,5/4/20 0:00,2020,-76.6262189,39.30345822
1442052,0429 022,USE2019-55279,GREENMOUNT WEST,3/10/20,3/10/20 0:00,2020,-76.61336949,39.3087443
1442120,0430 069,USE2020-52691,UPTON,6/26/20,6/26/20 0:00,2020,-76.63106022,39.29745615
1442389,0454 001,USE2020-50981,HERITAGE CROSSING,3/4/20,3/4/20 0:00,2020,-76.62768365,39.2961614
1444420,0506 018,USE2020-51881,MID-TOWN BELVEDERE,6/24/20,6/24/20 0:00,2020,-76.61467815,39.30208642
1445280,0516 001,USE2019-56240,MOUNT VERNON,1/21/20,1/21/20 0:00,2020,-76.61688674,39.29878206
1446169,0563 008,USE2020-52082,DOWNTOWN,6/30/20,6/30/20 0:00,2020,-76.6193223,39.29449732
1446700,0597 021,USE2020-50458,DOWNTOWN,6/25/20,6/25/20 0:00,2020,-76.61829504,39.29278728
1446935,0613 054,USE2020-55614,POPPLETON,12/15/20,12/15/20 0:00,2020,-76.62898075,39.29077497
1447018,0618 030,USE2019-56209,DOWNTOWN,1/31/20,1/31/20 0:00,2020,-76.62129185,39.29079762
1447775,0695 049,USE2020-52854,CARROLLTON RIDGE,9/19/20,9/19/20 0:00,2020,-76.65312657,39.2801496
1447969,0698 015,USE2019-55114,CARROLLTON RIDGE,2/7/20,2/7/20 0:00,2020,-76.64828375,39.2820828
1448135,0699 072,USE2020-52997,CARROLLTON RIDGE,12/30/20,12/30/20 0:00,2020,-76.64760094,39.28258441
1448137,0699 074,USE2020-52998,CARROLLTON RIDGE,12/23/20,12/23/20 0:00,2020,-76.64768162,39.28255762
1448210,0701 046,USE2018-55654,CARROLLTON RIDGE,2/14/20,2/14/20 0:00,2020,-76.65141381,39.2801756
1448356,0705 009,USE2020-51528,CARROLLTON RIDGE,4/21/20,4/21/20 0:00,2020,-76.64540509,39.28223263
1448426,0707 029,USE2020-53594,NEW SOUTHWEST/MOUNT CLARE,10/14/20,10/14/20 0:00,2020,-76.64306628,39.28237067
1448427,0707 030,USE2020-53595,NEW SOUTHWEST/MOUNT CLARE,11/9/20,11/9/20 0:00,2020,-76.643113,39.28235826
1448466,0707 069,USE2020-54101,NEW SOUTHWEST/MOUNT CLARE,11/13/20,11/13/20 0:00,2020,-76.64262281,39.28284849
1448609,0709 019,USE2019-55727,NEW SOUTHWEST/MOUNT CLARE,2/10/20,2/10/20 0:00,2020,-76.63948459,39.28304423
1448629,0710 010,USE2020-00004,NEW SOUTHWEST/MOUNT CLARE,7/23/20,7/23/20 0:00,2020,-76.63875754,39.28322229
1448648,0711 010,USE2019-50375,CARROLLTON RIDGE,1/8/20,1/8/20 0:00,2020,-76.64492402,39.28121423
1448649,0711 011,USE2019-50376,CARROLLTON RIDGE,1/8/20,1/8/20 0:00,2020,-76.64496433,39.28121105
1448650,0711 012,USE2019-50377,CARROLLTON RIDGE,1/8/20,1/8/20 0:00,2020,-76.64500713,39.28121003
1448651,0711 013,USE2019-50378,CARROLLTON RIDGE,1/8/20,1/8/20 0:00,2020,-76.64504695,39.28120826
1448721,0712 037,USE2020-53221,CARROLLTON RIDGE,8/31/20,8/31/20 0:00,2020,-76.64454611,39.2814343
1449063,0758 090,USE2019-56286,WASHINGTON VILLAGE/PIGTOWN,1/23/20,1/23/20 0:00,2020,-76.63746736,39.28146409
1449108,0767 003,USE2020-51374,WASHINGTON VILLAGE/PIGTOWN,6/8/20,6/8/20 0:00,2020,-76.63596283,39.28045928
1449156,0767 051,USE2020-54185,WASHINGTON VILLAGE/PIGTOWN,11/20/20,11/20/20 0:00,2020,-76.63700829,39.28060217
1449176,0767 071,USE2020-52589,WASHINGTON VILLAGE/PIGTOWN,7/22/20,7/22/20 0:00,2020,-76.6363097,39.28110133
1449177,0767 072,USE2020-52590,WASHINGTON VILLAGE/PIGTOWN,7/22/20,7/22/20 0:00,2020,-76.63627293,39.28107512
1449191,0767 085,USE2020-53632,WASHINGTON VILLAGE/PIGTOWN,9/18/20,9/18/20 0:00,2020,-76.63648841,39.28071891
1449194,0767 088,USE2020-54624,WASHINGTON VILLAGE/PIGTOWN,12/23/20,12/23/20 0:00,2020,-76.63657846,39.2806478
1449216,0767 110,USE2019-54954,WASHINGTON VILLAGE/PIGTOWN,6/15/20,6/15/20 0:00,2020,-76.63666297,39.28018994
1449254,0768 030,USE2019-55158,WASHINGTON VILLAGE/PIGTOWN,4/27/20,4/27/20 0:00,2020,-76.63516938,39.2810775
1449275,0768 051,USE2020-51226,WASHINGTON VILLAGE/PIGTOWN,4/24/20,4/24/20 0:00,2020,-76.63597192,39.28136698
1449338,0768 114,USE2020-51712,WASHINGTON VILLAGE/PIGTOWN,4/30/20,4/30/20 0:00,2020,-76.63552897,39.28149545
1449504,0769 128,USE2020-54175,WASHINGTON VILLAGE/PIGTOWN,10/15/20,10/15/20 0:00,2020,-76.63402874,39.28197393
1449663,0778 025,USE2020-51144,WASHINGTON VILLAGE/PIGTOWN,3/31/20,3/31/20 0:00,2020,-76.63549211,39.27914544
1449686,0778 048,USE2020-50088,WASHINGTON VILLAGE/PIGTOWN,3/19/20,3/19/20 0:00,2020,-76.63486865,39.27998199
1449866,0780 053,USE2019-53357,WASHINGTON VILLAGE/PIGTOWN,12/10/20,12/10/20 0:00,2020,-76.63295119,39.28117525
1450097,0790 063,USE2020-54509,WASHINGTON VILLAGE/PIGTOWN,10/9/20,10/9/20 0:00,2020,-76.63236423,39.28022134
1450209,0791 040,USE2020-54784,WASHINGTON VILLAGE/PIGTOWN,10/23/20,10/23/20 0:00,2020,-76.63169399,39.28044753
1450513,0811 037,USE2020-50067,WASHINGTON VILLAGE/PIGTOWN,3/12/20,3/12/20 0:00,2020,-76.63006879,39.27985152
1450621,0820 072,USE2020-51629,WASHINGTON VILLAGE/PIGTOWN,4/20/20,4/20/20 0:00,2020,-76.62907005,39.27933337
1450779,0847B018,USE2019-56051,WASHINGTON VILLAGE/PIGTOWN,1/2/20,1/2/20 0:00,2020,-76.62975869,39.28316477
1450850,0850 015,USE2020-54069,WASHINGTON VILLAGE/PIGTOWN,10/8/20,10/8/20 0:00,2020,-76.63132726,39.28268129
1450866,0850 032,USE2020-51109,WASHINGTON VILLAGE/PIGTOWN,7/1/20,7/1/20 0:00,2020,-76.63172971,39.28248804
1450909,0850 082,USE2020-54786,WASHINGTON VILLAGE/PIGTOWN,11/9/20,11/9/20 0:00,2020,-76.63045679,39.28254351
1450910,0850 083,USE2020-54785,WASHINGTON VILLAGE/PIGTOWN,11/16/20,11/16/20 0:00,2020,-76.63049834,39.28254259
1451134,0855 023,USE2019-56373,WASHINGTON VILLAGE/PIGTOWN,2/3/20,2/3/20 0:00,2020,-76.63053483,39.28192615
1451361,0858 057,USE2019-53390,WASHINGTON VILLAGE/PIGTOWN,1/24/20,1/24/20 0:00,2020,-76.62848792,39.28106464
1453969,0964 039,USE2020-52403,FEDERAL HILL,6/12/20,6/12/20 0:00,2020,-76.61458927,39.2752892
1455817,1012 042,USE2020-51722,SOUTH BALTIMORE,4/30/20,4/30/20 0:00,2020,-76.61644726,39.27057908
1456019,1014 056,USE2019-56013,SOUTH BALTIMORE,2/13/20,2/13/20 0:00,2020,-76.61338078,39.27103408
1456474,1023 076,USE2020-53240,SOUTH BALTIMORE,8/7/20,8/7/20 0:00,2020,-76.61201486,39.27034291
1456584,1025 032,USE2020-50509,RIVERSIDE,2/12/20,2/12/20 0:00,2020,-76.60953151,39.26979705
1456966,1095 030,USE2019-51938,GREENMOUNT WEST,1/7/20,1/7/20 0:00,2020,-76.61115804,39.31100088
1457025,1096 027,USE2020-53246,GREENMOUNT WEST,8/10/20,8/10/20 0:00,2020,-76.61060931,39.31071481
1457033,1096 036,USE2019-56283,GREENMOUNT WEST,1/24/20,1/24/20 0:00,2020,-76.61050715,39.31103185
1457341,1101 015,USE2020-53907,OLIVER,9/2/20,9/2/20 0:00,2020,-76.59812256,39.31120565
1457437,1102 009,USE2020-51684,OLIVER,4/23/20,4/23/20 0:00,2020,-76.59674021,39.3112085
1457714,1106 001,USE2017-53185,OLIVER,1/10/20,1/10/20 0:00,2020,-76.60064527,39.30971923
1457764,1107 052,USE2020-50563,OLIVER,3/5/20,3/5/20 0:00,2020,-76.59928819,39.30960366
1457771,1107 059,USE2019-52027,OLIVER,1/7/20,1/7/20 0:00,2020,-76.59962365,39.30959176
1457872,1109 002,USE2020-51253,OLIVER,3/11/20,3/11/20 0:00,2020,-76.5966928,39.31042151
1457962,1109 093,USE2020-51110,OLIVER,3/18/20,3/18/20 0:00,2020,-76.59586677,39.31003331
1458422,1118 042,USE2019-55948,OLIVER,2/14/20,2/14/20 0:00,2020,-76.59532037,39.30933182
1458704,1125 035,USE2020-53629,OLIVER,11/13/20,11/13/20 0:00,2020,-76.5987452,39.3081904
1458706,1125 037,USE2020-53628,OLIVER,11/13/20,11/13/20 0:00,2020,-76.59883925,39.3081863
1458775,1126 017,USE2020-53827,OLIVER,9/17/20,9/17/20 0:00,2020,-76.59793255,39.30812295
1458806,1126 048,USE2020-51480,OLIVER,7/24/20,7/24/20 0:00,2020,-76.59705383,39.30782823
1458814,1126 056,USE2020-53518,OLIVER,8/31/20,8/31/20 0:00,2020,-76.59707553,39.30815722
1458889,1127 044,USE2020-51108,OLIVER,3/30/20,3/30/20 0:00,2020,-76.59526724,39.30812509
1459034,1132 019,USE2019-53747,OLIVER,8/7/20,8/7/20 0:00,2020,-76.60256942,39.30665028
1459167,1138 002,USE2019-51506,OLIVER,6/15/20,6/15/20 0:00,2020,-76.59645757,39.30655509
1459184,1138 019,USE2020-52315,OLIVER,6/11/20,6/11/20 0:00,2020,-76.59650048,39.3071819
1459195,1138 030,USE2020-53929,OLIVER,9/9/20,9/9/20 0:00,2020,-76.59567249,39.30725286
1459198,1138 033,USE2020-52939,OLIVER,7/22/20,7/22/20 0:00,2020,-76.59552913,39.30725713
1459217,1138 052,USE2020-54292,OLIVER,10/15/20,10/15/20 0:00,2020,-76.59515669,39.30676704
1459541,1145 032,USE2020-51431,OLIVER,6/26/20,6/26/20 0:00,2020,-76.60250549,39.30581833
1460008,1155 039,USE2019-56111,JOHNSTON SQUARE,6/17/20,6/17/20 0:00,2020,-76.60682112,39.30468307
1460527,1164A002,USE2019-54024,OLIVER,1/8/20,1/8/20 0:00,2020,-76.59603289,39.30443335
1460607,1164A082,USE2020-55059,OLIVER,12/4/20,12/4/20 0:00,2020,-76.59586949,39.30465975
1460655,1164B034,USE2020-51875,GAY STREET,5/15/20,5/15/20 0:00,2020,-76.59629638,39.30406267
1460811,1169 001,USE2020-55389,JOHNSTON SQUARE,12/15/20,12/15/20 0:00,2020,-76.6075209,39.30288517
1461050,1175 047,USE2020-51010,JOHNSTON SQUARE,3/4/20,3/4/20 0:00,2020,-76.60015164,39.30367627
1461232,1182 029,USE2020-52976,JOHNSTON SQUARE,8/17/20,8/17/20 0:00,2020,-76.60695983,39.30252937
1461704,1209 015,USE2020-53083,GAY STREET,7/29/20,7/29/20 0:00,2020,-76.59846258,39.30151229
1461745,1215 012,USE2019-56165,GAY STREET,2/19/20,2/19/20 0:00,2020,-76.59478369,39.30114836
1462515,1331 002,USE2020-53769,DOWNTOWN,10/26/20,10/26/20 0:00,2020,-76.60990531,39.2899792
1463765,1395 026,USE2019-54244,WASHINGTON HILL,1/9/20,1/9/20 0:00,2020,-76.59426566,39.29002366
1464400,1416 009,USE2019-55990,WASHINGTON HILL,2/14/20,2/14/20 0:00,2020,-76.59894392,39.28864486
1465079,1446 066,USE2019-52641,BROADWAY EAST,2/19/20,2/19/20 0:00,2020,-76.59367284,39.31088519
1465314,1448 061,USE2019-53439,BROADWAY EAST,11/5/20,11/5/20 0:00,2020,-76.59145669,39.31183424
1465497,1449 124,USE2019-53445,BROADWAY EAST,1/27/20,1/27/20 0:00,2020,-76.59007323,39.31157391
1465862,1454 082,USE2020-53845,BROADWAY EAST,9/1/20,9/1/20 0:00,2020,-76.5836054,39.31162855
1465892,1455 022,USE2019-56338,BEREA,2/4/20,2/4/20 0:00,2020,-76.58255145,39.30981725
1466210,1458 057,USE2020-53284,BROADWAY EAST,8/5/20,8/5/20 0:00,2020,-76.59114703,39.30991843
1466318,1459 076,USE2019-55972,BROADWAY EAST,2/4/20,2/4/20 0:00,2020,-76.5900434,39.31072978
1466422,1463 025,USE2020-54459,BROADWAY EAST,12/8/20,12/8/20 0:00,2020,-76.5852851,39.31084365
1466504,1464 013,USE2020-51820,BROADWAY EAST,7/30/20,7/30/20 0:00,2020,-76.58354845,39.31091244
1466524,1464 033,USE2020-52851,BROADWAY EAST,8/12/20,8/12/20 0:00,2020,-76.58326036,39.31034353
1466648,1467 019,USE2020-55784,BROADWAY EAST,12/31/20,12/31/20 0:00,2020,-76.59181503,39.3094888
1467041,1474 016F,USE2020-50675,BROADWAY EAST,2/27/20,2/27/20 0:00,2020,-76.58322514,39.30978629
1467167,1476B041,USE2019-54434,BEREA,2/28/20,2/28/20 0:00,2020,-76.57825094,39.3094053
1467305,1477 009,USE2020-54056,BROADWAY EAST,9/28/20,9/28/20 0:00,2020,-76.59447808,39.30793994
1467360,1477 064,USE2020-53009,BROADWAY EAST,7/20/20,7/20/20 0:00,2020,-76.59332548,39.3077244
1467361,1477 065,USE2020-53008,BROADWAY EAST,7/20/20,7/20/20 0:00,2020,-76.59337856,39.30772218
1467516,1479 010,USE2019-53635,BROADWAY EAST,5/4/20,5/4/20 0:00,2020,-76.59123186,39.30805665
1467782,1486 005,USE2019-56267,BEREA,3/24/20,3/24/20 0:00,2020,-76.58263346,39.30822289
1467816,1484 046,USE2020-51848,BROADWAY EAST,5/22/20,5/22/20 0:00,2020,-76.58456697,39.30824441
1468255,1494 033,USE2020-51064,BROADWAY EAST,3/9/20,3/9/20 0:00,2020,-76.59330618,39.30733932
1468259,1494 037,USE2020-51066,BROADWAY EAST,3/9/20,3/9/20 0:00,2020,-76.5930938,39.30734737
